ID,county,state,lon,lat,demand,demand_pct_rank,geometry
6005,Amador County,California,-120.6577595,38.44538525,41.412,0.386597938,"POLYGON ((-121.027507 38.508292, -120.812953 38.562209, -120.627604 38.503143, -120.567475 38.507339, -120.317142 38.54511, -120.212787 38.629371, -120.140084 38.638374, -120.077639 38.708887, -120.072392 38.702767, -120.072484 38.509869, -120.205702 38.501039, -120.33104 38.465192, -120.423215 38.473322, -120.614881 38.389408, -120.63129 38.340263, -120.810126 38.28201, -120.892864 38.221574, -120.995497 38.225402, -121.027084 38.300252, -121.027507 38.508292))"
41055,Sherman County,Oregon,-120.6809407,45.4163777,1.955,0.036082474,"POLYGON ((-121.01569 45.307148, -120.956471 45.310345, -120.868569 45.401146, -120.826385 45.514978, -120.908459 45.558241, -120.913935013084 45.6480658664235, -120.895575 45.642945, -120.855674 45.671545, -120.68937 45.715847, -120.652516760194 45.7361697306749, -120.634968 45.745847, -120.591166 45.746547, -120.505863 45.700048, -120.488546820704 45.6999122274785, -120.358135 45.534239, -120.364955 45.49725, -120.496059 45.465149, -120.525059 45.405249, -120.540256 45.217049, -120.45225 45.14545, -120.503733 45.083477, -120.729792 45.083731, -120.723569 45.130911, -120.889357 45.202305, -121.023879 45.218291, -121.01569 45.307148))"
53051,Pend Oreille County,Washington,-117.2741804,48.53234021,14.179,0.206185567,"POLYGON ((-117.629421 48.742634, -117.563811 48.742961, -117.563858 48.836671, -117.498496 48.8369, -117.498957 48.923159, -117.430377 48.923168, -117.429968 49.0003068698256, -117.268247 48.999818, -117.032351 48.999188, -117.032939182117 48.8466679212015, -117.033671 48.656902, -117.035289 48.422732, -117.041107 48.124904, -117.041214453461 48.0454651038028, -117.436993 48.047207, -117.437629 48.134688, -117.502371 48.134708, -117.499975 48.656187, -117.629241 48.655852, -117.629421 48.742634))"
32009,Esmeralda County,Nevada,-117.6319999,37.78436681,0.744,0.005154639,"POLYGON ((-118.351484 37.893705, -117.691021 38.473797, -117.165612 38.001692, -117.166000564031 36.9712075385903, -117.244917 37.030244, -117.68061 37.353399, -117.833504044144 37.4649387662445, -118.022181 37.602583, -118.427995325157 37.8962242809098, -118.351484 37.893705))"
49007,Carbon County,Utah,-110.5907659,39.64773586,20.571,0.262886598,"POLYGON ((-111.247496 39.813028, -110.85778 39.813285, -109.976756 39.80623, -109.88308 39.806236, -109.991505 39.739356, -109.984332 39.664677, -110.038093 39.566627, -110.023963 39.469268, -110.023975 39.469268, -111.081333 39.467455, -111.085349 39.521522, -111.132248 39.613876, -111.159113 39.595947, -111.24746 39.704373, -111.247496 39.813028))"
53001,Adams County,Washington,-118.5596853,46.9836332,20.961,0.268041237,"POLYGON ((-119.368662 46.912562, -119.13607 46.91222, -118.982652 46.911344, -118.979777 47.261709, -117.96093 47.260568, -117.959335 46.914811, -118.015567 46.784873, -118.210243 46.738833, -119.080797 46.737761, -119.369429 46.737695, -119.368662 46.912562))"
53043,Lincoln County,Washington,-118.4202982,47.57591168,11.601,0.170103093,"POLYGON ((-118.973504 47.943414, -118.945143 47.942281, -118.85196 47.957906, -118.711682 47.903347, -118.688394 47.942718, -118.570396 47.932318, -118.54409 47.883973, -118.369064 47.832685, -118.340938 47.894316, -118.246103 47.943604, -118.078182 47.800062, -117.881473 47.84749, -117.820947 47.825775, -117.823629 47.26022, -117.96093 47.260568, -118.979777 47.261709, -118.973504 47.943414))"
53015,Cowlitz County,Washington,-122.6782231,46.19074721,111.956,0.634020619,"POLYGON ((-123.21795 46.385617, -122.240966 46.385361, -122.245856 46.053853, -122.357765 45.956915, -122.477104 45.988089, -122.657632 45.928134, -122.719712 45.933256, -122.719767 45.870903, -122.788086362595 45.8510074543561, -122.785026 45.867699, -122.81151 45.912725, -122.813998 45.960984, -122.856158 46.014469, -122.904119 46.083734, -122.962681 46.104817, -123.004233 46.133823, -123.115904 46.185268, -123.166414 46.188973, -123.212493591209 46.1710964584003, -123.21795 46.385617))"
6103,Tehama County,California,-122.2372327,40.12557275,65.245,0.510309278,"POLYGON ((-123.065426 40.286971, -122.976548 40.315162, -122.918472 40.306758, -122.872769 40.348848, -122.749393 40.365522, -122.651341 40.328288, -122.523997 40.3945, -122.445021 40.373398, -122.310412 40.371064, -122.010316 40.426558, -121.940989 40.415331, -121.806539 40.44495, -121.64633 40.434726, -121.497635 40.445591, -121.470395 40.350213, -121.342264 40.309751, -121.368395 40.21223, -121.436886 40.151905, -121.586407 40.100522, -121.646032 39.982527, -121.703241 39.98423, -121.804041 39.884344, -122.044865 39.883771, -122.046471 39.797648, -122.911794 39.799485, -122.937654 39.798156, -122.950077 39.907718, -122.909787 39.936385, -122.934013 39.978131, -122.989623 40.145496, -122.97755 40.241285, -123.065426 40.286971))"
53073,Whatcom County,Washington,-121.7535197,48.82353524,230.677,0.74742268,"POLYGON ((-122.821631 48.941369, -122.75802 49.002357, -122.251063 49.002494, -122.098357 49.002146, -121.751252 48.997399, -121.395543 48.999851, -121.12624 49.001412, -120.851527133018 49.0005911528352, -120.735281 48.864374, -120.735427 48.786487, -120.655857 48.724342, -120.751904 48.657002, -120.908357 48.657003, -121.564067 48.642332, -122.498758 48.645395, -122.621115 48.6279, -122.671345425667 48.6452989985202, -122.710177 48.722237, -122.720045 48.789195, -122.732506 48.838097, -122.794018 48.88313, -122.821631 48.941369))"
41031,Jefferson County,Oregon,-121.1795529,44.62942152,25.33,0.309278351,"POLYGON ((-121.84552 44.424733, -121.793895 44.594056, -121.799562 44.683915, -121.819998 44.800612, -121.775926 44.819846, -121.752994 44.829919, -121.725068 44.825519, -121.08948 44.823272, -120.371441 44.821769, -120.404676 44.794719, -120.386561 44.564009, -120.827555 44.562793, -120.826899 44.476499, -120.988824 44.476484, -120.988375 44.390265, -121.107534 44.3906, -121.674928 44.393387, -121.843138 44.39263, -121.84552 44.424733))"
49033,Rich County,Utah,-111.2402241,41.62606437,2.628,0.051546392,"POLYGON ((-111.510815 41.423138, -111.443105 41.531325, -111.401573 41.654801, -111.471501 41.928234, -111.507806195687 41.9996856783643, -111.471381 41.999739, -111.374129 42.000893, -111.046689 42.001567, -111.045818464842 41.5798449482258, -111.045789 41.565571, -111.0466 41.360692, -111.046636983126 41.2516269562514, -111.232824 41.142881, -111.264974 41.144044, -111.221738 41.214956, -111.281298 41.22497, -111.294886 41.329969, -111.420728 41.361308, -111.477618 41.384348, -111.510815 41.423138))"
49001,Beaver County,Utah,-113.2310059,38.35678239,7.327,0.113402062,"POLYGON ((-114.050153620806 38.5729752130034, -112.976724 38.57243, -112.515394 38.572845, -112.518495 38.510413, -112.335442 38.333038, -112.35706 38.224958, -112.444214 38.150001, -112.478822 38.147419, -112.816993 38.14751, -114.049903375658 38.1487630266706, -114.050138 38.24996, -114.05012 38.404536, -114.050154 38.57292, -114.050153620806 38.5729752130034))"
4023,Santa Cruz County,Arizona,-110.8479183,31.52503384,48.759,0.43814433,"POLYGON ((-111.366922 31.521361, -111.163717 31.521724, -111.164183 31.72589, -111.05804 31.72623, -110.4523 31.731219, -110.460752 31.613883, -110.459904 31.399877, -110.459751627493 31.333141997042, -111.074825 31.332239, -111.366782684389 31.4247651231261, -111.366922 31.521361))"
41009,Columbia County,Oregon,-123.0891101,45.94465719,53.588,0.453608247,"POLYGON ((-123.363744507266 46.1462431943485, -123.280166 46.144843, -123.212493591209 46.1710964584003, -123.166414 46.188973, -123.115904 46.185268, -123.004233 46.133823, -122.962681 46.104817, -122.904119 46.083734, -122.856158 46.014469, -122.813998 45.960984, -122.81151 45.912725, -122.785026 45.867699, -122.788086362595 45.8510074543561, -122.795605 45.81, -122.761451 45.759163, -122.76651077133 45.7286625744452, -122.788101 45.720966, -122.929146 45.721482, -123.030873 45.779159, -123.361622 45.779579, -123.363744507266 46.1462431943485))"
6085,Santa Clara County,California,-121.6977393,37.23441572,1500,0.971649485,"POLYGON ((-122.190402 37.431472, -122.144933 37.4582, -122.081473 37.477838, -122.059673 37.464087, -121.925041 37.454186, -121.870115 37.480729, -121.855762 37.484537, -121.472648 37.48217, -121.409693 37.382013, -121.459051 37.282739, -121.404636 37.155989, -121.282271 37.183675, -121.226804 37.134774, -121.245887 36.983036, -121.215406 36.961248, -121.418246 36.960549, -121.488949 36.983148, -121.581354 36.899152, -121.583529 36.919252, -121.696222 36.98056, -121.738697 36.989991, -121.72606 37.02126, -121.82402 37.08757, -121.966219 37.135736, -122.026174 37.166854, -122.152278 37.286055, -122.192665 37.31801, -122.190402 37.431472))"
53067,Thurston County,Washington,-122.8315671,46.92730277,298.758,0.793814433,"POLYGON ((-123.201891 47.085059, -123.075026 47.084787, -122.938156 47.190316, -122.903521 47.157533, -122.820576 47.19422, -122.759505 47.141315, -122.637396 46.977097, -122.566132 46.94425, -122.560436 46.933457, -122.490888 46.867452, -122.303576 46.828117, -122.265906 46.765472, -122.203115 46.763061, -123.160909 46.76433, -123.160588 46.793383, -123.160516 46.837479, -123.158364 46.995871, -123.201891 47.085059))"
6059,Orange County,California,-117.7651093,33.70190486,1500,0.971649485,"POLYGON ((-118.093029 33.786121, -118.059037 33.84538, -118.05904 33.846195, -118.05892 33.846196, -118.028782 33.873322, -117.976575 33.906406, -117.976498 33.94605, -117.91999 33.946081, -117.868369 33.945941, -117.783252 33.946261, -117.673019 33.871039, -117.674282 33.857956, -117.662117 33.857499, -117.533999 33.710355, -117.412987 33.659045, -117.457937 33.602189, -117.492697 33.557715, -117.509722 33.505019, -117.508614 33.469614, -117.57848 33.453927, -117.596188685737 33.3869649943199, -117.645582 33.440728, -117.715349 33.460556, -117.726486 33.483427, -117.739080197711 33.4933063986445, -117.814188 33.552224, -117.840289 33.573523, -117.927091 33.605521, -118.000593 33.654319, -118.088896 33.729817, -118.115076722882 33.743803322895, -118.093029 33.786121))"
41003,Benton County,Oregon,-123.4294951,44.49203778,97.63,0.597938144,"POLYGON ((-123.816525 44.315303, -123.715538 44.360458, -123.720071 44.433374, -123.597677 44.433109, -123.602609 44.721154, -123.149025 44.720225, -123.073132 44.652359, -123.164428 44.637507, -123.18564 44.587179, -123.220049 44.584926, -123.253373 44.572781, -123.260151 44.555148, -123.241754 44.544575, -123.253376 44.52887, -123.238067 44.527969, -123.214683 44.507681, -123.212162 44.503904, -123.211967 44.501218, -123.215082 44.494188, -123.214409 44.491014, -123.205287 44.443038, -123.229331 44.414213, -123.22793 44.407768, -123.227668 44.406912, -123.245678 44.332099, -123.180388 44.283725, -123.593323 44.276694, -123.775598 44.283547, -123.816525 44.315303))"
49029,Morgan County,Utah,-111.5787954,41.08316037,12.832,0.190721649,"POLYGON ((-111.872926 41.18755, -111.799956 41.217199, -111.678089 41.181218, -111.596389 41.238737, -111.497182 41.226905, -111.420728 41.361308, -111.294886 41.329969, -111.281298 41.22497, -111.221738 41.214956, -111.264974 41.144044, -111.366604 41.130018, -111.380452 41.087248, -111.50751 41.063234, -111.592981 40.993015, -111.524895 40.953842, -111.479555 40.858288, -111.528468 40.785161, -111.641052 40.798925, -111.663996 40.850194, -111.738912 40.861174, -111.768689 40.872279, -111.815414 40.95743, -111.856247 41.139083, -111.872926 41.18755))"
32029,Storey County,Nevada,-119.5246607,39.45180399,4.17,0.072164948,"POLYGON ((-119.712645 39.250871, -119.658501 39.331544, -119.695643 39.520023, -119.621697 39.511602, -119.540855 39.563706, -119.283116 39.622317, -119.478792 39.337851, -119.712112 39.251046, -119.712645 39.250871))"
53061,Snohomish County,Washington,-121.7171438,48.04616737,840.079,0.912371134,"POLYGON ((-122.458596 48.297703, -122.303986 48.297575, -121.577501 48.298967, -121.001658 48.296009, -120.907425 48.163184, -121.015942 48.074795, -121.15326 48.039693, -121.118183 47.997103, -121.180776 47.898769, -121.070685 47.826616, -121.119179 47.779933, -122.000365 47.775392, -122.112945 47.775949, -122.271033 47.777095, -122.327229 47.777657, -122.438093 47.777814, -122.429625 47.828098, -122.333348 47.933217, -122.350289 48.080312, -122.417909 48.170622, -122.392977 48.23743, -122.458596 48.297703))"
6057,Nevada County,California,-120.7680138,39.30328206,102.293,0.618556701,"POLYGON ((-121.27969 39.143288, -121.266132 39.272717, -121.127481 39.380237, -121.022085 39.391558, -120.992703 39.414392, -120.755729 39.452663, -120.654561 39.52692, -120.575594 39.522291, -120.505445 39.446117, -120.003028919657 39.4450457761605, -120.004795512304 39.3164750119585, -120.645795 39.315155, -120.69111 39.304134, -120.857909 39.206235, -120.986348 39.102234, -121.067546 39.005371, -121.137397 39.037858, -121.221787 39.011962, -121.279533 39.034618, -121.27969 39.143288))"
53011,Clark County,Washington,-122.4829204,45.77568046,516.779,0.860824742,"POLYGON ((-122.788086362595 45.8510074543561, -122.719767 45.870903, -122.719712 45.933256, -122.657632 45.928134, -122.477104 45.988089, -122.357765 45.956915, -122.245856 46.053853, -122.249197008052 45.5499989327412, -122.262625 45.544321, -122.331502 45.548241, -122.380302 45.575941, -122.438674 45.563585, -122.492259 45.583281, -122.643907 45.609739, -122.738109 45.644138, -122.756443903971 45.6624210250876, -122.774511 45.680437, -122.76651077133 45.7286625744452, -122.761451 45.759163, -122.795605 45.81, -122.788086362595 45.8510074543561))"
41059,Umatilla County,Oregon,-118.7353869,45.59073063,80.215,0.56185567,"POLYGON ((-119.432138558816 45.9132091442339, -119.364396 45.921605, -119.25715 45.939926, -119.12612 45.932859, -119.061462 45.958527, -118.987227539565 45.9998002135237, -118.987129 45.999855, -118.67787 46.000935, -118.36779 46.000622, -117.996970429603 46.0001906671726, -117.977657306532 46.000168202382, -117.977613 45.883431, -117.97298 45.860595, -117.972948 45.816896, -118.045003 45.817073, -118.066383 45.688395, -118.117194 45.688607, -118.116461 45.470732, -118.197955 45.4704, -118.197876 45.427204, -118.428539 45.429076, -118.428329 45.35519, -118.697766 45.345647, -118.656102 45.257729, -118.655992 45.196928, -118.546632 45.196898, -118.518687 45.08069, -118.518689 44.995877, -119.162966 44.996241, -119.146424 45.08294, -119.145144 45.515909, -119.248214 45.516076, -119.248547 45.601935, -119.43464 45.602985, -119.432138558816 45.9132091442339))"
49027,Millard County,Utah,-113.1010652,39.07208474,13.33,0.201030928,"POLYGON ((-114.049436705931 38.6773624568796, -114.048054 38.878693, -114.049104 39.005509, -114.047079 39.499943, -114.047181412926 39.5427436022297, -113.839771 39.543839, -112.989533 39.552529, -112.354467 39.553684, -112.212045 39.553987, -112.188922 39.329392, -112.016003 39.314561, -112.014083 39.045518, -112.065162 38.959302, -112.133862 38.959302, -112.224461 38.864803, -112.218356 38.727361, -112.309953 38.67629, -112.447517 38.68127, -112.515394 38.572845, -112.976724 38.57243, -114.050153620806 38.5729752130034, -114.049436705931 38.6773624568796))"
32019,Lyon County,Nevada,-119.1882912,39.02327512,61.585,0.489690722,"POLYGON ((-119.712112 39.251046, -119.478792 39.337851, -119.283116 39.622317, -119.257342 39.65132, -119.189344 39.651423, -119.058566 39.737129, -119.117714 39.388658, -118.909141 39.234601, -118.890831 39.198218, -118.792219 39.141547, -118.755068 39.112811, -118.755059 39.074702, -118.899414 39.075243, -118.923037 39.069408, -119.014858 38.94414, -119.000196 38.85203, -118.902141 38.851922, -118.906244 38.415363, -119.155815824409 38.4134036584505, -119.279262 38.499914, -119.330366469799 38.5355095158185, -119.329639 38.588066, -119.349893 38.736227, -119.405969 38.733543, -119.440148 38.852955, -119.401852 38.983651, -119.310541 38.990915, -119.310841 39.084681, -119.550386 39.086259, -119.56148 39.194424, -119.647945 39.19506, -119.712112 39.251046))"
6003,Alpine County,California,-119.8223484,38.5967715,1.19,0.015463918,"POLYGON ((-120.072484 38.509869, -120.072392 38.702767, -119.964948 38.775986, -119.877287 38.870193, -119.904315 38.933324, -119.587679 38.714734, -119.585406144839 38.7131509006712, -119.619066 38.603529, -119.542332 38.481221, -119.639205 38.32688, -119.705385 38.416102, -119.884749 38.356185, -120.019951 38.433521, -120.072566 38.447081, -120.072484 38.509869))"
49055,Wayne County,Utah,-110.9045304,38.3238708,2.645,0.056701031,"POLYGON ((-111.848761 38.424933, -111.766393 38.502243, -111.752325 38.510125, -111.305665 38.510169, -111.30374 38.500009, -110.587864 38.499921, -110.025285 38.499982, -110.015623 38.364575, -109.973056 38.377547, -109.973002 38.375916, -109.973817 38.374188, -109.976933 38.369975, -109.979561 38.365023, -109.980628 38.363977, -109.984545 38.362329, -109.94213 38.354481, -109.950764 38.293921, -109.88863 38.230156, -109.927974 38.151751, -110.65613 38.151811, -111.635195 38.150138, -111.843215 38.151233, -111.848761 38.424933))"
32011,Eureka County,Nevada,-116.2683204,39.98100864,1.863,0.030927835,"POLYGON ((-116.592855 39.374928, -116.599986 40.072307, -116.594214 40.320251, -116.596815 40.94646, -116.586996 40.964776, -116.586786 41.000398, -116.158155 40.999912, -116.157834 40.666389, -116.000897 40.127376, -115.834969 40.127842, -115.835301 40.017371, -115.794864 39.853104, -115.833101 39.729412, -115.813476 39.593521, -115.875886 39.465718, -115.907071 39.161848, -116.600946 39.161463, -116.592855 39.374928))"
6101,Sutter County,California,-121.6946223,39.03420811,98.503,0.603092784,"POLYGON ((-121.908269 39.303878, -121.638066 39.305566, -121.62376 39.295621, -121.58591 39.089691, -121.610138 39.057847, -121.575415 38.918348, -121.543306 38.972404, -121.414779 38.996452, -121.414399 38.926214, -121.469356 38.925992, -121.484396 38.734598, -121.521316 38.736382, -121.602894 38.735838, -121.673454 38.743035, -121.723149 38.851306, -121.814814 38.876582, -121.835488 38.924481, -121.795366 38.995686, -121.889101 39.072373, -121.945514 39.179843, -121.908269 39.303878))"
32021,Mineral County,Nevada,-118.4337137,38.53778694,4.525,0.082474227,"POLYGON ((-119.155815824409 38.4134036584505, -118.906244 38.415363, -118.902141 38.851922, -119.000196 38.85203, -119.014858 38.94414, -118.923037 39.069408, -118.899414 39.075243, -118.755059 39.074702, -118.477505 39.073682, -117.865116 39.073654, -118.196274 38.999926, -118.196235 38.919058, -117.691021 38.473797, -118.351484 37.893705, -118.427995325157 37.8962242809098, -118.500958 37.949019, -118.949673 38.26894, -119.155815824409 38.4134036584505))"
6087,Santa Cruz County,California,-121.9976101,37.05419198,264.37,0.768041237,"POLYGON ((-122.317682 37.186945, -122.152774 37.215444, -122.152278 37.286055, -122.026174 37.166854, -121.966219 37.135736, -121.82402 37.08757, -121.72606 37.02126, -121.738697 36.989991, -121.696222 36.98056, -121.583529 36.919252, -121.581354 36.899152, -121.644001 36.893996, -121.655782 36.913109, -121.754116 36.902768, -121.757482 36.899981, -121.793835 36.879509, -121.812732426762 36.8500494437455, -121.862266 36.931552, -121.906468 36.96895, -121.95167 36.97145, -122.027174 36.95115, -122.105976 36.955951, -122.20618 37.013949, -122.260481 37.072548, -122.284882 37.101747, -122.294310191913 37.1051413867181, -122.317682 37.186945))"
41067,Washington County,Oregon,-123.0975062,45.56199039,600.176,0.87628866,"POLYGON ((-123.484726 45.708764, -123.361028 45.708696, -123.361622 45.779579, -123.030873 45.779159, -122.929146 45.721482, -122.929128 45.635313, -122.743862 45.519509, -122.743745 45.487084, -122.743703 45.442944, -122.743721 45.433294, -122.743741 45.332067, -122.846433 45.346112, -122.867891 45.317345, -122.928873 45.34628, -123.135427 45.433459, -123.46488 45.433332, -123.461181 45.49156, -123.299438 45.607247, -123.423273 45.636176, -123.484726 45.708764))"
6065,Riverside County,California,-115.994068,33.74345247,1500,0.971649485,"POLYGON ((-117.673019 33.871039, -117.655375 33.924343, -117.610947 33.925114, -117.610925 33.945999, -117.610943 33.971807, -117.550237 34.033472, -117.401494 34.034018, -117.375416 34.019399, -117.304895 34.019301, -117.296066 34.018252, -117.225369 34.005347, -117.191514 34.004056, -117.190871 34.004056, -117.106737 34.004286, -117.103898 34.004375, -117.098988 34.004211, -116.933645 34.004914, -116.929558 34.034113, -116.300631 34.032544, -115.316212 34.03411, -115.316065 34.077843, -115.136087 34.079734, -114.456281 34.079884, -114.43009113852 34.0789314062795, -114.435504 34.042615, -114.454807 34.010968, -114.509568 33.957264, -114.534987 33.928499, -114.508708 33.90064, -114.505638 33.864276, -114.520465 33.827778, -114.504863 33.760465, -114.496565 33.719155, -114.504993 33.693022, -114.525201 33.661583, -114.529186 33.60665, -114.524599 33.552231, -114.597283 33.490653, -114.629146518189 33.4335449999998, -114.830833 33.430094, -115.467506 33.426992, -116.085165 33.425932, -116.197591 33.428893, -116.62297 33.427296, -117.030861 33.426931, -117.224855 33.432016, -117.364272 33.505025, -117.509722 33.505019, -117.492697 33.557715, -117.457937 33.602189, -117.412987 33.659045, -117.533999 33.710355, -117.662117 33.857499, -117.674282 33.857956, -117.673019 33.871039))"
41053,Polk County,Oregon,-123.4130446,44.90339276,89.614,0.587628866,"POLYGON ((-123.725337 45.025068, -123.724663 45.044432, -123.724368 45.076226, -123.068271 45.074864, -123.044903 44.944028, -123.110356 44.930697, -123.180908 44.857553, -123.093335 44.814044, -123.143843 44.748914, -123.149025 44.720225, -123.602609 44.721154, -123.704467 44.721154, -123.725001 44.739046, -123.725396 45.023601, -123.725337 45.025068))"
4011,Greenlee County,Arizona,-109.2405604,33.2149914,9.302,0.154639175,"POLYGON ((-109.49544 33.652697, -109.480135 33.69141, -109.364621 33.738756, -109.348581 33.778123, -109.046609005136 33.7774067975977, -109.047298 33.409783, -109.047237 33.208965, -109.047236980528 33.2088950007083, -109.04711706231 32.7777940009477, -109.047117 32.77757, -109.047612 32.426377, -109.11418 32.426353, -109.22607 32.529096, -109.206249 32.635803, -109.245005 32.741985, -109.333425 32.843266, -109.49574 33.078409, -109.49544 33.652697))"
6029,Kern County,California,-118.7304282,35.34288859,916.108,0.917525773,"POLYGON ((-120.194369 35.789363, -119.53812 35.789898, -118.918468 35.790498, -118.058925 35.791474, -118.008094 35.788935, -117.924406 35.798359, -117.634283 35.79726, -117.652136 35.709858, -117.634346 35.651571, -117.633691 35.439319, -117.631295 35.419566, -117.632248 34.990858, -117.632151 34.822271, -117.667459 34.822528, -117.916747 34.82255, -118.854009 34.817758, -118.865693 34.803209, -118.867158 34.8032, -118.894634 34.817972, -118.880405 34.788655, -118.977926 34.811714, -119.242534 34.814323, -119.276435 34.872481, -119.443691 34.901171, -119.472494 34.901378, -119.472552 35.076669, -119.561752 35.087831, -119.553819 35.180123, -119.667304 35.174982, -119.666585 35.262635, -119.809407 35.263693, -119.809218 35.345353, -119.880356 35.351124, -119.880045 35.439133, -119.99315 35.43947, -119.997449 35.468708, -120.065219 35.512964, -120.08618 35.614397, -120.193988 35.614389, -120.194369 35.789363))"
32017,Lincoln County,Nevada,-114.8776566,37.64215289,4.482,0.077319588,"POLYGON ((-115.893857 38.050531, -115.000846 38.050757, -115.000846 38.677322, -114.836333 38.677335, -114.629524 38.6774, -114.049436705931 38.6773624568796, -114.050153620806 38.5729752130034, -114.050154 38.57292, -114.05012 38.404536, -114.050138 38.24996, -114.049903375658 38.1487630266706, -114.049903 38.148601, -114.049658 37.881368, -114.051728 37.745997, -114.052472 37.604776, -114.052701 37.492014, -114.051974 37.284511, -114.051749 37.088434, -114.0506 37.000396, -114.050160776088 36.8431415396894, -114.762301 36.843856, -115.740846 36.853084, -115.896925 36.842085, -115.893857 38.050531))"
